Internship_ID,Company_Name,,Sector,Area_Field,Internship_Title,Internship_State,Internship_District,Benefits,,Mode,Duration_Months,Stipend_Amount,Required_Skills,Application_Deadline,Company_Description,,,Stipend_Type,Requirement_Contact,Eligibility_Education,Eligibility_Experience,Eligibility_Description,Hiring_Workflow
PMIS-2025-00253,InfoTech Solutions Pvt Ltd,,IT & Software Development,Finance & Accounting,Marketing Intern,Rajasthan,Udaipur,Stipend,,Hybrid,3,8000,Research Skills; Data Analysis,12-11-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9220910287,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00254,InfoTech Solutions Pvt Ltd,,IT & Software Development,Maintenance,Sales Intern,Rajasthan,Udaipur,"Transport Allowance, Subsidized Meals",,Hybrid,6,3000,Writing; Python; Editing; Electrical Maintenance,23-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9066536184,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00255,ChemEx Pvt Ltd,,Chemical,Data Science,Marketing Intern,Punjab,Amritsar,"Stipend, Meals",,On-site,6,8000,Communication; Electrical Maintenance,12-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9800440664,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00256,AgroAllied Co,,Agriculture & Allied,Consulting,Research Intern,Punjab,Amritsar,Transport Allowance,,Remote,12,3000,Writing; Excel,19-11-2025,Agro company promoting sustainable farming and crop science.,,,Paid,-9841216098,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00257,ChemEx Pvt Ltd,,Chemical,Finance & Accounting,Content Intern,Punjab,Ludhiana,Stipend,,Remote,12,10000,Agriculture Basics; Electrical Maintenance,09-11-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9940317291,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00258,AeroDefence Systems,,Aviation & Defence,Finance & Accounting,Research Intern,Delhi,New Delhi,"Stipend, Meals",,Hybrid,12,10000,Electrical Maintenance; Excel; Research Skills,14-11-2025,Defence and aviation systems with cutting-edge technology.,,,Paid,-9837082989,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00259,InfoTech Solutions Pvt Ltd,,IT & Software Development,Agriculture,Marketing Intern,Karnataka,Mysuru,Subsidized Meals,,Hybrid,6,10000,Networking; Communication,23-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9862735005,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00260,InfraBuild India,,Infrastructure & Construction,Data Science,Content Intern,Karnataka,Mysuru,Subsidized Meals,,Hybrid,3,5000,Research Skills; Excel; Writing; Electrical Maintenance,21-10-2025,Infrastructure and construction solutions across India.,,,Paid,-9072088049,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00261,TeleLink Pvt Ltd,,Telecom,Consulting,Content Intern,Karnataka,Mysuru,"Transport Allowance, Subsidized Meals",,Hybrid,6,3000,Chemistry; Networking; Writing,02-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9373314532,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00262,FMCG Fresh,,FMCG,Finance & Accounting,Content Intern,Karnataka,Bengaluru,Subsidized Meals,,On-site,6,0,Editing; Data Analysis,08-11-2025,Fast-moving consumer goods company with global outreach.,,,Unpaid,-9023843217,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00263,MetalMines Ltd,,Metals & Mining,Data Science,IT Security Intern,Rajasthan,Udaipur,"Stipend, Meals",,Hybrid,6,5000,Sales Skills; Excel; Editing; Communication,30-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9220536422,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00264,AutoMotion Ltd,,Automotive,Data Science,Marketing Intern,Maharashtra,Pune,Stipend,,On-site,3,3000,Chemistry; Python; Research Skills,19-10-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9438939518,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00265,AutoMotion Ltd,,Automotive,Renewable Energy R&D,Marketing Intern,Uttar Pradesh,Varanasi,"Transport Allowance, Subsidized Meals",,On-site,3,0,Data Analysis; Excel,20-10-2025,Automotive giant specializing in vehicle design and maintenance.,,,Unpaid,-9655194892,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00266,AgroAllied Co,,Agriculture & Allied,Pharma Research,Content Intern,Delhi,New Delhi,Subsidized Meals,,Remote,3,5000,Agriculture Basics; Python,03-11-2025,Agro company promoting sustainable farming and crop science.,,,Paid,-9176138423,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00267,MetalMines Ltd,,Metals & Mining,Finance & Accounting,Consulting Intern,Punjab,Amritsar,Transport Allowance,,Remote,12,3000,Electrical Maintenance; Excel; Data Analysis; Agriculture Basics,12-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9121533562,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00268,AeroDefence Systems,,Aviation & Defence,Data Science,Marketing Intern,West Bengal,Darjeeling,Remote Work,,On-site,12,10000,Chemistry; Data Analysis; Electrical Maintenance,07-10-2025,Defence and aviation systems with cutting-edge technology.,,,Paid,-9856316105,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00269,ConsultPro India,,Consulting Services,Finance & Accounting,Marketing Intern,Tamil Nadu,Chennai,Transport Allowance,,Remote,12,10000,Electrical Maintenance; Chemistry; Networking,05-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9638741032,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00270,Green Energy Corp,,"Oil, Gas & Energy",Content Creation,Maintenance Electrical Intern,Rajasthan,Jaipur,"Stipend, Meals",,On-site,6,3000,Communication; Python,16-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9505769247,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00271,InfraBuild India,,Infrastructure & Construction,Information Technology,Research Intern,Tamil Nadu,Chennai,Subsidized Meals,,Remote,6,3000,Writing; Chemistry; Data Analysis; Python,18-10-2025,Infrastructure and construction solutions across India.,,,Paid,-9088397710,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00272,FMCG Fresh,,FMCG,Content Creation,Consulting Intern,Uttar Pradesh,Gautam Buddha Nagar,Stipend,,On-site,3,8000,Excel; Writing; Research Skills; Editing,05-10-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9085716508,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00273,RetailMart Ltd,,Retail & Consumer Durables,Finance & Accounting,Finance Intern,Karnataka,Mysuru,Stipend,,Hybrid,12,3000,Excel; Writing; Research Skills; Chemistry,19-11-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9042390655,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00274,EduMedia Creatives,,"Media, Entertainment & Education",Maintenance,Marketing Intern,Tamil Nadu,Chennai,Subsidized Meals,,Hybrid,3,10000,Writing; Communication; Chemistry,25-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9918905421,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00275,EduMedia Creatives,,"Media, Entertainment & Education",Agriculture,Field Intern,Delhi,New Delhi,Remote Work,,Hybrid,12,10000,Agriculture Basics; Sales Skills; Excel; Networking,04-10-2025,Content and media company focusing on education and entertainment.,,,Paid,-9405548001,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00276,PharmaLife Pvt Ltd,,Pharmaceutical,Cyber Security,Sales Intern,Rajasthan,Udaipur,"Stipend, Meals",,On-site,12,0,Python; Writing,31-10-2025,Research-driven pharmaceutical and life sciences company.,,,Unpaid,-9301193344,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00277,ChemEx Pvt Ltd,,Chemical,Data Science,Content Intern,Uttar Pradesh,Gautam Buddha Nagar,"Stipend, Meals",,Hybrid,12,0,Chemistry; Python; Data Analysis; Excel,01-10-2025,Chemical manufacturing and research for diverse industries.,,,Unpaid,-9819420007,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00278,TeleLink Pvt Ltd,,Telecom,Agriculture,Content Intern,Chandigarh,Chandigarh,"Stipend, Meals",,On-site,6,10000,Data Analysis; Excel; Sales Skills,25-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9118785840,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00279,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Field Intern,Gujarat,Surat,Subsidized Meals,,Remote,6,10000,Agriculture Basics; Excel; Editing,16-11-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9609102990,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00280,TravelEase Pvt Ltd,,Travel & Hospitality,Pharma Research,Data Analyst Intern,Rajasthan,Udaipur,Remote Work,,Remote,3,0,Communication; Chemistry; Networking,13-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Unpaid,-9365511583,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00281,HealthCare First,,Healthcare,Information Technology,Marketing Intern,West Bengal,Darjeeling,Remote Work,,Remote,3,8000,Chemistry; Electrical Maintenance; Networking,03-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9506932043,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00282,TeleLink Pvt Ltd,,Telecom,Information Technology,Sales Intern,Tamil Nadu,Coimbatore,Transport Allowance,,Remote,6,5000,Communication; Networking,02-11-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9964418035,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00283,RetailMart Ltd,,Retail & Consumer Durables,Consulting,IT Security Intern,Delhi,New Delhi,Remote Work,,On-site,3,3000,Chemistry; Networking,04-11-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9883656479,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00284,ConsultPro India,,Consulting Services,Marketing,Finance Intern,Chandigarh,Chandigarh,Subsidized Meals,,Remote,3,0,Sales Skills; Chemistry,28-10-2025,Consulting firm offering business and strategy services.,,,Unpaid,-9422421176,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00285,AutoMotion Ltd,,Automotive,Consulting,Sales Intern,Karnataka,Bengaluru,Stipend,,Hybrid,6,0,Chemistry; Agriculture Basics; Excel,04-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Unpaid,-9115715439,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00286,ConsultPro India,,Consulting Services,Finance & Accounting,Finance Intern,Delhi,New Delhi,Transport Allowance,,Remote,6,8000,Electrical Maintenance; Networking,15-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9201043849,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00287,HealthCare First,,Healthcare,Content Creation,Marketing Intern,Maharashtra,Pune,Remote Work,,Remote,6,8000,Sales Skills; Research Skills; Networking; Communication,10-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9586166940,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00288,FMCG Fresh,,FMCG,Information Technology,Field Intern,Karnataka,Mysuru,Transport Allowance,,Hybrid,12,5000,Writing; Chemistry; Python; Research Skills,11-11-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9601040911,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00289,PharmaLife Pvt Ltd,,Pharmaceutical,Marketing,Maintenance Electrical Intern,Chandigarh,Chandigarh,"Transport Allowance, Subsidized Meals",,Hybrid,6,0,Editing; Chemistry; Research Skills,09-11-2025,Research-driven pharmaceutical and life sciences company.,,,Unpaid,-9068047499,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00290,RetailMart Ltd,,Retail & Consumer Durables,Cyber Security,Sales Intern,Punjab,Ludhiana,"Transport Allowance, Subsidized Meals",,Remote,12,3000,Python; Electrical Maintenance,31-10-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9447793358,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00291,AutoMotion Ltd,,Automotive,Information Technology,Finance Intern,Rajasthan,Udaipur,Transport Allowance,,On-site,3,10000,Editing; Communication; Chemistry,10-10-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9227077137,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00292,FMCG Fresh,,FMCG,Data Science,Consulting Intern,Chandigarh,Chandigarh,Subsidized Meals,,Remote,3,5000,Data Analysis; Agriculture Basics; Chemistry; Networking,08-11-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9278696867,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00293,ConsultPro India,,Consulting Services,Information Technology,Research Intern,Maharashtra,Pune,"Transport Allowance, Subsidized Meals",,On-site,12,0,Networking; Research Skills; Writing,22-10-2025,Consulting firm offering business and strategy services.,,,Unpaid,-9664101700,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00294,TravelEase Pvt Ltd,,Travel & Hospitality,Marketing,Lab Assistant Intern,Karnataka,Bengaluru,Stipend,,Hybrid,6,3000,Sales Skills; Agriculture Basics; Chemistry,02-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9196495136,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00295,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Sales Intern,Delhi,New Delhi,Subsidized Meals,,Hybrid,3,0,Agriculture Basics; Communication; Data Analysis; Electrical Maintenance,16-10-2025,Research-driven pharmaceutical and life sciences company.,,,Unpaid,-9756584019,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00296,TravelEase Pvt Ltd,,Travel & Hospitality,Information Technology,Research Intern,Maharashtra,Nagpur,"Transport Allowance, Subsidized Meals",,Remote,12,3000,Chemistry; Communication; Python; Editing,07-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9166159812,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00297,BankTrust Financial Services,,Banking & Financial Services,Cyber Security,Data Analyst Intern,Uttar Pradesh,Varanasi,"Stipend, Meals",,Hybrid,3,8000,Sales Skills; Electrical Maintenance; Python,26-10-2025,Trusted name in banking and financial consulting.,,,Paid,-9043030866,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00298,InfraBuild India,,Infrastructure & Construction,Information Technology,Research Intern,Uttar Pradesh,Varanasi,"Stipend, Meals",,On-site,6,0,Data Analysis; Sales Skills,08-10-2025,Infrastructure and construction solutions across India.,,,Unpaid,-9707212815,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00299,Green Energy Corp,,"Oil, Gas & Energy",Cyber Security,Data Analyst Intern,Rajasthan,Udaipur,Subsidized Meals,,On-site,6,3000,Communication; Chemistry,24-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9360146962,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00300,AeroDefence Systems,,Aviation & Defence,Data Science,Finance Intern,Delhi,New Delhi,Subsidized Meals,,Hybrid,6,5000,Communication; Editing; Agriculture Basics; Research Skills,19-11-2025,Defence and aviation systems with cutting-edge technology.,,,Paid,-9627067175,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00301,Green Energy Corp,,"Oil, Gas & Energy",Finance & Accounting,IT Security Intern,Punjab,Amritsar,Transport Allowance,,Hybrid,12,10000,Sales Skills; Excel; Networking,10-11-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9795572881,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00302,MetalMines Ltd,,Metals & Mining,Renewable Energy R&D,Maintenance Electrical Intern,Maharashtra,Nagpur,Remote Work,,On-site,12,3000,Editing; Sales Skills; Networking; Writing,02-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9121004940,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00303,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Data Analyst Intern,West Bengal,Darjeeling,Transport Allowance,,Hybrid,3,5000,Communication; Chemistry; Research Skills,16-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9229883152,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00304,ChemEx Pvt Ltd,,Chemical,Content Creation,Data Analyst Intern,Rajasthan,Udaipur,"Stipend, Meals",,On-site,6,3000,Sales Skills; Networking,25-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9065631776,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00305,TeleLink Pvt Ltd,,Telecom,Pharma Research,Marketing Intern,Rajasthan,Jaipur,Remote Work,,Remote,3,8000,Research Skills; Sales Skills,20-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9163162227,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00306,HealthCare First,,Healthcare,Information Technology,Research Intern,Rajasthan,Jaipur,Remote Work,,Remote,12,3000,Excel; Editing; Research Skills,10-10-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9570481375,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00307,InfraBuild India,,Infrastructure & Construction,Consulting,Data Analyst Intern,Rajasthan,Jaipur,Stipend,,Hybrid,12,8000,Networking; Electrical Maintenance,19-10-2025,Infrastructure and construction solutions across India.,,,Paid,-9540823615,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00308,ConsultPro India,,Consulting Services,Consulting,Consulting Intern,Tamil Nadu,Coimbatore,Transport Allowance,,Hybrid,12,10000,Communication; Research Skills,11-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9566910115,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00309,FMCG Fresh,,FMCG,Consulting,Research Intern,Karnataka,Mysuru,Remote Work,,On-site,12,0,Writing; Communication; Agriculture Basics,02-10-2025,Fast-moving consumer goods company with global outreach.,,,Unpaid,-9469817451,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00310,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Marketing Intern,Maharashtra,Mumbai,Subsidized Meals,,Hybrid,6,0,Editing; Communication,11-11-2025,Research-driven pharmaceutical and life sciences company.,,,Unpaid,-9759871324,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00311,PharmaLife Pvt Ltd,,Pharmaceutical,Marketing,Research Intern,Tamil Nadu,Coimbatore,Transport Allowance,,On-site,3,5000,Sales Skills; Data Analysis,07-11-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9704631577,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00312,FMCG Fresh,,FMCG,Renewable Energy R&D,Lab Assistant Intern,Chandigarh,Chandigarh,Stipend,,Remote,3,0,Communication; Python; Chemistry,16-11-2025,Fast-moving consumer goods company with global outreach.,,,Unpaid,-9321877632,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00313,Green Energy Corp,,"Oil, Gas & Energy",Maintenance,Sales Intern,West Bengal,Kolkata,"Transport Allowance, Subsidized Meals",,On-site,12,8000,Agriculture Basics; Networking; Electrical Maintenance; Chemistry,13-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9494378345,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00314,HealthCare First,,Healthcare,Cyber Security,Content Intern,Maharashtra,Nagpur,Transport Allowance,,Remote,12,8000,Chemistry; Writing; Editing; Excel,07-11-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9613457029,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
